epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
73,685.813,0.00962,1.37698,1.8248,0.68629,0.6737,0.74335,0.40298,0.0107,1.33725,1.92943,0.00624842,0.00624842,0.00624842
74,695.027,0.00954,1.38152,1.82285,0.64221,0.68457,0.73234,0.3999,0.01072,1.33091,1.92732,0.00619632,0.00619632,0.00619632
75,704.336,0.0096,1.37591,1.82077,0.65293,0.70544,0.73698,0.40963,0.01043,1.30257,1.8905,0.00614421,0.00614421,0.00614421
76,713.522,0.00956,1.3629,1.81464,0.66593,0.68134,0.72259,0.39516,0.01082,1.29275,1.94268,0.00609211,0.00609211,0.00609211
77,722.722,0.00953,1.37036,1.82581,0.67259,0.68195,0.73241,0.40529,0.01062,1.29297,1.9087,0.00604,0.00604,0.00604
78,731.864,0.00956,1.36072,1.81689,0.80923,0.65752,0.73706,0.39923,0.01063,1.29493,1.93703,0.00598789,0.00598789,0.00598789
79,741.043,0.00947,1.34128,1.79638,0.69936,0.71965,0.75325,0.41068,0.01053,1.27633,1.93211,0.00593579,0.00593579,0.00593579
80,750.195,0.00953,1.35955,1.81851,0.76715,0.64745,0.7365,0.40339,0.01056,1.30245,1.92402,0.00588368,0.00588368,0.00588368
81,759.424,0.00949,1.3445,1.80567,0.82516,0.61917,0.73969,0.40514,0.01057,1.32835,1.92634,0.00583158,0.00583158,0.00583158
82,768.6,0.00944,1.36109,1.81286,0.72783,0.67634,0.75431,0.39635,0.01086,1.30397,1.96168,0.00577947,0.00577947,0.00577947
83,777.824,0.00957,1.34346,1.82209,0.71952,0.68787,0.75117,0.41179,0.01057,1.2791,1.93435,0.00572737,0.00572737,0.00572737
84,787.014,0.00943,1.35081,1.81191,0.73421,0.68809,0.74084,0.40735,0.01055,1.2657,1.93762,0.00567526,0.00567526,0.00567526
85,796.227,0.00944,1.35756,1.81176,0.68469,0.68377,0.73979,0.39635,0.0108,1.28352,1.95024,0.00562316,0.00562316,0.00562316
86,805.415,0.00954,1.34186,1.81926,0.67227,0.69539,0.73632,0.40639,0.01065,1.28301,1.93324,0.00557105,0.00557105,0.00557105
87,814.605,0.0095,1.34053,1.80365,0.65447,0.70902,0.75482,0.42076,0.01029,1.24758,1.89156,0.00551895,0.00551895,0.00551895
88,823.846,0.00934,1.31674,1.79449,0.71997,0.68624,0.75335,0.41586,0.01039,1.27069,1.91068,0.00546684,0.00546684,0.00546684
89,833.047,0.00945,1.36447,1.81818,0.74677,0.67055,0.74976,0.41038,0.01037,1.27758,1.90495,0.00541474,0.00541474,0.00541474
90,842.297,0.00929,1.31791,1.79911,0.79534,0.64465,0.75299,0.42077,0.01036,1.26446,1.91368,0.00536263,0.00536263,0.00536263
91,851.526,0.0094,1.31237,1.80016,0.67604,0.73819,0.75848,0.40861,0.01051,1.2303,1.91069,0.00531053,0.00531053,0.00531053
92,860.706,0.00936,1.31983,1.7854,0.67622,0.71706,0.72969,0.39828,0.01071,1.26463,1.92381,0.00525842,0.00525842,0.00525842
93,869.834,0.00932,1.32473,1.7999,0.71137,0.69716,0.76603,0.41956,0.01034,1.22411,1.90581,0.00520632,0.00520632,0.00520632
94,879.036,0.00935,1.31518,1.79805,0.642,0.74432,0.74729,0.41601,0.01054,1.21921,1.92788,0.00515421,0.00515421,0.00515421
95,888.221,0.0092,1.2865,1.77629,0.69267,0.73058,0.76461,0.41798,0.01045,1.2168,1.93715,0.00510211,0.00510211,0.00510211
96,897.428,0.00933,1.29098,1.78493,0.64855,0.74209,0.75321,0.4219,0.01022,1.2347,1.91219,0.00505,0.00505,0.00505
97,906.593,0.00928,1.33516,1.79597,0.64869,0.73563,0.77247,0.42742,0.01017,1.23049,1.90484,0.00499789,0.00499789,0.00499789
98,915.754,0.0093,1.28275,1.79334,0.63139,0.71449,0.72921,0.40829,0.0105,1.23745,1.93367,0.00494579,0.00494579,0.00494579
99,924.932,0.00926,1.2757,1.79089,0.62855,0.74253,0.76776,0.4141,0.01045,1.22325,1.92216,0.00489368,0.00489368,0.00489368
100,934.3,0.00928,1.30422,1.79331,0.75445,0.65521,0.76067,0.4231,0.01041,1.23494,1.91688,0.00484158,0.00484158,0.00484158
101,943.364,0.00918,1.27154,1.7805,0.67463,0.69649,0.75403,0.43731,0.01016,1.19345,1.88286,0.00478947,0.00478947,0.00478947
102,952.39,0.00934,1.28468,1.79501,0.66261,0.68502,0.73763,0.40518,0.01044,1.27392,1.89033,0.00473737,0.00473737,0.00473737
103,961.491,0.00925,1.29935,1.79519,0.63972,0.73735,0.73757,0.40928,0.01037,1.24741,1.90129,0.00468526,0.00468526,0.00468526
104,970.802,0.00915,1.27808,1.77512,0.71341,0.7113,0.76565,0.4247,0.01027,1.21011,1.91018,0.00463316,0.00463316,0.00463316
105,979.967,0.00916,1.24808,1.7585,0.67097,0.71643,0.76331,0.42065,0.01048,1.20746,1.92564,0.00458105,0.00458105,0.00458105
106,989.106,0.00907,1.25771,1.76246,0.64825,0.72211,0.75434,0.42124,0.01031,1.20768,1.92725,0.00452895,0.00452895,0.00452895
107,998.388,0.00921,1.29347,1.78114,0.71397,0.67002,0.73116,0.38771,0.0111,1.26702,1.9938,0.00447684,0.00447684,0.00447684
108,1007.59,0.00909,1.25369,1.76751,0.70447,0.67712,0.73902,0.40461,0.01062,1.24671,1.94899,0.00442474,0.00442474,0.00442474
109,1016.79,0.00917,1.25975,1.77379,0.73175,0.68263,0.75414,0.42434,0.01042,1.20276,1.9139,0.00437263,0.00437263,0.00437263
110,1025.8,0.00917,1.2543,1.76644,0.69871,0.72632,0.76839,0.4356,0.01016,1.19479,1.91151,0.00432053,0.00432053,0.00432053
111,1034.86,0.00907,1.2619,1.766,0.68049,0.75036,0.77094,0.43729,0.01017,1.18551,1.89961,0.00426842,0.00426842,0.00426842
112,1043.85,0.00917,1.24479,1.76899,0.67863,0.71479,0.76155,0.42274,0.01035,1.19892,1.89721,0.00421632,0.00421632,0.00421632
113,1053.02,0.0092,1.25922,1.76909,0.75573,0.66932,0.75465,0.42078,0.01053,1.19271,1.94609,0.00416421,0.00416421,0.00416421
114,1062.08,0.00913,1.24838,1.74957,0.67952,0.74361,0.78066,0.43191,0.01017,1.16089,1.89535,0.00411211,0.00411211,0.00411211
115,1071.22,0.00917,1.24262,1.77614,0.72079,0.6844,0.75199,0.42798,0.0103,1.19023,1.91806,0.00406,0.00406,0.00406
116,1080.28,0.00895,1.21591,1.74808,0.66484,0.77513,0.78132,0.43649,0.01009,1.16463,1.8895,0.00400789,0.00400789,0.00400789
117,1089.41,0.00904,1.23549,1.75784,0.66998,0.71552,0.76232,0.42491,0.0102,1.20743,1.91263,0.00395579,0.00395579,0.00395579
118,1098.46,0.00909,1.2455,1.75652,0.66199,0.743,0.76863,0.43429,0.01019,1.17971,1.90744,0.00390368,0.00390368,0.00390368
119,1107.53,0.00903,1.23378,1.75209,0.63859,0.72429,0.73962,0.40964,0.01035,1.2288,1.91912,0.00385158,0.00385158,0.00385158
120,1116.55,0.00902,1.2381,1.75516,0.76732,0.71198,0.79065,0.44053,0.00995,1.15927,1.88433,0.00379947,0.00379947,0.00379947
121,1125.62,0.00907,1.24229,1.75759,0.7078,0.66789,0.7392,0.41333,0.01034,1.23632,1.93117,0.00374737,0.00374737,0.00374737
122,1134.65,0.00905,1.22125,1.75177,0.75506,0.70932,0.78956,0.43894,0.01024,1.16193,1.89763,0.00369526,0.00369526,0.00369526
123,1143.7,0.00901,1.22506,1.75597,0.78131,0.72668,0.79089,0.43854,0.01009,1.15091,1.90122,0.00364316,0.00364316,0.00364316
124,1152.86,0.00898,1.21224,1.75428,0.69871,0.74351,0.77631,0.43686,0.01022,1.17425,1.9299,0.00359105,0.00359105,0.00359105
125,1162.06,0.00899,1.20708,1.74905,0.75819,0.67761,0.75883,0.43475,0.01002,1.18415,1.8923,0.00353895,0.00353895,0.00353895
126,1171.31,0.00888,1.19642,1.73577,0.69828,0.74133,0.78782,0.43986,0.01012,1.17358,1.89307,0.00348684,0.00348684,0.00348684
127,1180.46,0.00896,1.19902,1.73002,0.71125,0.73159,0.76973,0.44554,0.01002,1.15675,1.88206,0.00343474,0.00343474,0.00343474
128,1189.61,0.00888,1.20341,1.73095,0.71777,0.71788,0.77165,0.43447,0.01022,1.1417,1.90066,0.00338263,0.00338263,0.00338263
129,1198.78,0.00895,1.21264,1.752,0.7477,0.72482,0.79844,0.44869,0.01035,1.13799,1.90735,0.00333053,0.00333053,0.00333053
130,1208,0.00901,1.21926,1.75321,0.68783,0.72438,0.75306,0.43468,0.0099,1.1812,1.88901,0.00327842,0.00327842,0.00327842
131,1217.24,0.00892,1.21285,1.75617,0.67608,0.76282,0.79145,0.45074,0.00998,1.1184,1.90313,0.00322632,0.00322632,0.00322632
132,1226.46,0.0089,1.18733,1.73982,0.69062,0.75086,0.76408,0.43127,0.01023,1.18543,1.94537,0.00317421,0.00317421,0.00317421
133,1235.65,0.00884,1.18652,1.73188,0.75206,0.75099,0.79775,0.45323,0.01006,1.11053,1.91019,0.00312211,0.00312211,0.00312211
134,1244.82,0.00889,1.19244,1.73133,0.72228,0.73111,0.77035,0.447,0.00997,1.15451,1.88779,0.00307,0.00307,0.00307
135,1253.97,0.00893,1.19953,1.74204,0.72915,0.71351,0.77823,0.43178,0.01042,1.17048,1.94678,0.00301789,0.00301789,0.00301789
136,1263.13,0.00896,1.19696,1.74275,0.7495,0.72724,0.78812,0.43957,0.01023,1.12285,1.91412,0.00296579,0.00296579,0.00296579
137,1272.29,0.00895,1.20321,1.74528,0.72453,0.71681,0.76277,0.43469,0.01038,1.15854,1.93396,0.00291368,0.00291368,0.00291368
138,1281.45,0.00886,1.19944,1.73232,0.73667,0.7449,0.79907,0.45699,0.00995,1.10882,1.90027,0.00286158,0.00286158,0.00286158
